food_id,food_name,quantity,expiry_date,provider_id,provider_type,location,food_type,meal_type,claim_id,receiver_id,status,timestamp,provider_name,address,provider_city,provider_contact,receiver_name,receiver_type,receiver_city,receiver_contact,food_status,time_of_day
465,Rice,32,2025-03-19,532,Grocery Store,Darrylchester,Vegetarian,Snacks,17,588,Cancelled,2025-03-15 16:49:00,Johnson-Green,"7369 Kenneth Haven
Andrewborough, UT 47985",Darrylchester,001-090-513-0319x965,Laurie Alvarez,Shelter,North Raymond,(463)392-9887x42698,active,Afternoon
465,Rice,32,2025-03-19,532,Grocery Store,Darrylchester,Vegetarian,Snacks,181,996,Pending,2025-03-16 09:20:00,Johnson-Green,"7369 Kenneth Haven
Andrewborough, UT 47985",Darrylchester,001-090-513-0319x965,Matthew Curtis,Shelter,Lanechester,127-889-4442x1289,active,Morning
465,Rice,32,2025-03-19,532,Grocery Store,Darrylchester,Vegetarian,Snacks,858,145,Completed,2025-03-05 07:07:00,Johnson-Green,"7369 Kenneth Haven
Andrewborough, UT 47985",Darrylchester,001-090-513-0319x965,David Hull,Shelter,Tanyachester,139.804.6633,active,Morning
467,Dairy,7,2025-03-28,337,Restaurant,New Ricky,Non-Vegetarian,Dinner,259,517,Pending,2025-03-07 13:30:00,Hogan-Oliver,"03856 Garcia Course Suite 618
New Patriciamouth, DC 05462",New Ricky,001-484-018-9255x90683,Taylor Wolfe,Individual,New Travisland,516.367.4140,active,Afternoon
469,Vegetables,7,2025-03-30,388,Supermarket,Manuelhaven,Vegetarian,Snacks,110,196,Pending,2025-03-01 00:09:00,Rivera Ltd,"2319 Wong Station Apt. 425
Morrisonbury, KY 44766",Manuelhaven,+1-832-244-5987,Tara Bauer,Charity,Port Dustin,(709)935-2878,active,Night
474,Rice,5,2025-03-22,215,Grocery Store,New Curtis,Vegetarian,Dinner,673,545,Cancelled,2025-03-10 04:05:00,Simmons Ltd,"6249 Michelle Islands Apt. 374
West Heather, VT 67074",New Curtis,(219)975-7084,Peter Allen,Individual,Port Kristinechester,+1-487-877-1518,active,Night
474,Rice,5,2025-03-22,215,Grocery Store,New Curtis,Vegetarian,Dinner,901,195,Pending,2025-03-12 09:04:00,Simmons Ltd,"6249 Michelle Islands Apt. 374
West Heather, VT 67074",New Curtis,(219)975-7084,John Martin,Charity,New Jason,581-174-6644x358,active,Morning
475,Pasta,13,2025-03-26,357,Supermarket,Donnaborough,Vegetarian,Dinner,250,201,Cancelled,2025-03-19 21:41:00,Carey PLC,"77230 Nicole Row Suite 887
East Joshua, KS 15916",Donnaborough,001-734-038-0600x959,Calvin Lucas,Individual,Corybury,4177309502,active,Night
475,Pasta,13,2025-03-26,357,Supermarket,Donnaborough,Vegetarian,Dinner,404,63,Cancelled,2025-03-12 23:03:00,Carey PLC,"77230 Nicole Row Suite 887
East Joshua, KS 15916",Donnaborough,001-734-038-0600x959,David Turner,Charity,East William,4456052297,active,Night
476,Fruits,2,2025-03-28,993,Restaurant,East Stephanie,Vegetarian,Dinner,637,216,Pending,2025-03-20 13:06:00,Mckinney Ltd,"179 Fernandez Rapids
Campbellport, MA 31352",East Stephanie,225-959-2378,Morgan Massey,Charity,West Amybury,929-286-6902,active,Afternoon
476,Fruits,2,2025-03-28,993,Restaurant,East Stephanie,Vegetarian,Dinner,782,181,Completed,2025-03-04 19:49:00,Mckinney Ltd,"179 Fernandez Rapids
Campbellport, MA 31352",East Stephanie,225-959-2378,Paul Evans,NGO,Smithshire,3222400397,active,Evening
479,Salad,2,2025-03-18,786,Restaurant,Basstown,Vegetarian,Breakfast,214,893,Pending,2025-03-07 08:09:00,Simmons-Davis,"788 Tiffany Spur Apt. 373
Port Matthew, NY 44804",Basstown,532.668.4291x87339,Carrie Hess,Charity,Jarvisshire,+1-828-067-9673x188,active,Morning
479,Salad,2,2025-03-18,786,Restaurant,Basstown,Vegetarian,Breakfast,556,460,Completed,2025-03-07 18:19:00,Simmons-Davis,"788 Tiffany Spur Apt. 373
Port Matthew, NY 44804",Basstown,532.668.4291x87339,Karen Stafford,Shelter,West Justinberg,(040)774-3704,active,Evening
479,Salad,2,2025-03-18,786,Restaurant,Basstown,Vegetarian,Breakfast,693,647,Cancelled,2025-03-15 03:55:00,Simmons-Davis,"788 Tiffany Spur Apt. 373
Port Matthew, NY 44804",Basstown,532.668.4291x87339,Christine Davis,Charity,Josephton,144.359.7605,active,Night
480,Pasta,25,2025-03-24,517,Grocery Store,Wadeville,Non-Vegetarian,Lunch,439,432,Cancelled,2025-03-04 03:32:00,Porter Inc,"459 Allen Valleys
Hoside, WV 99671",Wadeville,888.141.3309x17466,Julie Brown,NGO,East Melissaport,(544)200-6673x39918,active,Night
481,Dairy,16,2025-03-19,705,Grocery Store,East Robert,Vegetarian,Dinner,950,298,Pending,2025-03-01 03:50:00,Brown-Stephens,"61032 Espinoza Road
East Ronaldburgh, IA 34355",East Robert,119.114.6136x472,Robert Burke,NGO,Marksmouth,995.297.8023x0932,active,Night
483,Vegetables,36,2025-03-29,933,Catering Service,Anthonyborough,Vegetarian,Snacks,281,718,Cancelled,2025-03-12 17:17:00,Jimenez-Ramirez,"29016 Patricia Turnpike
North Jeffreymouth, VT 07661",Anthonyborough,(406)401-4554x74878,Matthew Brown,Individual,Port Amberfurt,785-336-0978,active,Evening
485,Salad,50,2025-03-18,185,Restaurant,Shirleyland,Vegan,Lunch,415,144,Pending,2025-03-11 13:35:00,"Horn, Johnson and Moore","886 Tammy Mills
Stevensshire, VA 03285",Shirleyland,596.993.2969x47891,Jennifer Nelson,Individual,North Paul,(613)802-7241x644,active,Afternoon
485,Salad,50,2025-03-18,185,Restaurant,Shirleyland,Vegan,Lunch,783,429,Cancelled,2025-03-15 18:58:00,"Horn, Johnson and Moore","886 Tammy Mills
Stevensshire, VA 03285",Shirleyland,596.993.2969x47891,Daniel Williams,Shelter,Russellburgh,2886093038,active,Evening
486,Chicken,9,2025-03-25,550,Catering Service,Timothychester,Non-Vegetarian,Snacks,67,817,Completed,2025-03-17 17:22:00,"Phelps, Graham and Hayes","59138 Sherman Light Apt. 256
Rossside, ND 89271",Timothychester,(512)814-0594x96653,Victoria Torres,Charity,Martinchester,+1-624-780-9445x7755,active,Evening
486,Chicken,9,2025-03-25,550,Catering Service,Timothychester,Non-Vegetarian,Snacks,185,585,Pending,2025-03-21 04:05:00,"Phelps, Graham and Hayes","59138 Sherman Light Apt. 256
Rossside, ND 89271",Timothychester,(512)814-0594x96653,Mark Lewis,NGO,Lisaview,+1-894-554-0220x5777,active,Night
486,Chicken,9,2025-03-25,550,Catering Service,Timothychester,Non-Vegetarian,Snacks,223,407,Cancelled,2025-03-08 19:20:00,"Phelps, Graham and Hayes","59138 Sherman Light Apt. 256
Rossside, ND 89271",Timothychester,(512)814-0594x96653,Arthur Thomas,Charity,Clarkhaven,001-797-615-8560x7849,active,Evening
486,Chicken,9,2025-03-25,550,Catering Service,Timothychester,Non-Vegetarian,Snacks,532,14,Cancelled,2025-03-08 02:33:00,"Phelps, Graham and Hayes","59138 Sherman Light Apt. 256
Rossside, ND 89271",Timothychester,(512)814-0594x96653,Brian Fischer,Shelter,Burkeside,947-041-3246x326,active,Night
486,Chicken,9,2025-03-25,550,Catering Service,Timothychester,Non-Vegetarian,Snacks,577,412,Cancelled,2025-03-16 21:29:00,"Phelps, Graham and Hayes","59138 Sherman Light Apt. 256
Rossside, ND 89271",Timothychester,(512)814-0594x96653,David Carney,NGO,Port Dianemouth,001-710-732-1565x428,active,Night
487,Fruits,43,2025-03-18,499,Catering Service,Jonathanstad,Vegetarian,Dinner,74,62,Cancelled,2025-03-02 13:20:00,Blankenship-Lewis,"883 Lee Alley
East Robertview, MI 64109",Jonathanstad,651-552-2403,Nichole Lewis,NGO,North Catherinefurt,777-445-5269x5255,active,Afternoon
487,Fruits,43,2025-03-18,499,Catering Service,Jonathanstad,Vegetarian,Dinner,799,786,Completed,2025-03-06 19:57:00,Blankenship-Lewis,"883 Lee Alley
East Robertview, MI 64109",Jonathanstad,651-552-2403,Robert Kim,Shelter,Port Gabrielleborough,513-156-7998x53487,active,Evening
488,Fish,22,2025-03-19,527,Supermarket,Bonillahaven,Non-Vegetarian,Breakfast,219,255,Pending,2025-03-03 08:55:00,"Moran, Mcmillan and Jones","13859 Brandon Burg Suite 195
Jamesshire, KS 72927",Bonillahaven,001-261-466-0296x4350,Walter Myers,Individual,New Tina,+1-285-278-8381x0454,active,Morning
489,Fish,39,2025-03-25,705,Grocery Store,East Robert,Non-Vegetarian,Dinner,301,287,Cancelled,2025-03-02 07:53:00,Brown-Stephens,"61032 Espinoza Road
East Ronaldburgh, IA 34355",East Robert,119.114.6136x472,Jennifer Johnson,Charity,Burnettton,7970971389,active,Morning
492,Pasta,30,2025-03-28,295,Restaurant,Meghanfurt,Vegetarian,Breakfast,461,322,Pending,2025-03-04 16:22:00,"Patterson, Harris and Kelly","887 Martinez Spurs
Thorntonshire, WV 04210",Meghanfurt,8457019148,Stephanie Mathews,Shelter,North Ashleymouth,+1-852-242-7762x49312,active,Afternoon
492,Pasta,30,2025-03-28,295,Restaurant,Meghanfurt,Vegetarian,Breakfast,955,414,Completed,2025-03-14 23:17:00,"Patterson, Harris and Kelly","887 Martinez Spurs
Thorntonshire, WV 04210",Meghanfurt,8457019148,Dr. Matthew Hughes DDS,NGO,Christopherchester,+1-126-714-2290x91321,active,Night
493,Fish,26,2025-03-30,102,Grocery Store,West Samantha,Non-Vegetarian,Snacks,136,3,Pending,2025-03-16 22:58:00,"Hester, Bowers and Carpenter","913 Jennifer Mountain Suite 645
Burnsborough, VT 02798",West Samantha,+1-699-911-5500x712,Ashley Mckee,NGO,South Randalltown,691-023-0094x856,active,Night
494,Bread,41,2025-03-24,129,Restaurant,Port Emily,Vegetarian,Breakfast,297,454,Completed,2025-03-14 17:04:00,Hicks Ltd,"4349 Michael Fort
South Melissa, ND 26423",Port Emily,510.799.8149x819,Steven Griffin,NGO,Cruzborough,511.595.0189,active,Evening
494,Bread,41,2025-03-24,129,Restaurant,Port Emily,Vegetarian,Breakfast,748,395,Cancelled,2025-03-02 21:16:00,Hicks Ltd,"4349 Michael Fort
South Melissa, ND 26423",Port Emily,510.799.8149x819,Joseph Davis,Charity,Sherryhaven,426-870-2757x6102,active,Night
495,Pasta,34,2025-03-22,494,Supermarket,New Denise,Vegetarian,Dinner,154,285,Pending,2025-03-20 12:04:00,"Anderson, Adams and Roberts","Unit 8792 Box 5188
DPO AP 55807",New Denise,+1-941-120-2190x554,Derrick Curtis,NGO,Stephaniechester,140-095-1639x5596,active,Afternoon
496,Chicken,22,2025-03-28,552,Catering Service,Pearsonchester,Non-Vegetarian,Dinner,159,420,Completed,2025-03-12 15:27:00,"Schwartz, Holland and Mccarthy","19727 Luke Wall
Jacquelinetown, ME 38666",Pearsonchester,001-486-894-6733x80522,Susan Green,Charity,Josephborough,+1-716-778-7428x09975,active,Afternoon
496,Chicken,22,2025-03-28,552,Catering Service,Pearsonchester,Non-Vegetarian,Dinner,264,59,Cancelled,2025-03-03 13:21:00,"Schwartz, Holland and Mccarthy","19727 Luke Wall
Jacquelinetown, ME 38666",Pearsonchester,001-486-894-6733x80522,Alicia Thomas,Charity,Lake Mary,(604)320-0347x3019,active,Afternoon
498,Rice,28,2025-03-16,507,Grocery Store,Lake Diane,Non-Vegetarian,Snacks,691,442,Cancelled,2025-03-02 02:18:00,Rojas-Cook,"397 Ruth Track
South Alyssa, NE 98089",Lake Diane,+1-019-312-8887x18286,Natasha Harper,NGO,Port Sara,(474)763-3272x81635,active,Night
499,Salad,6,2025-03-23,154,Supermarket,New John,Non-Vegetarian,Snacks,442,446,Cancelled,2025-03-19 16:01:00,Smith-Turner,"574 Jamie Mountains Apt. 480
North Timothy, CA 92067",New John,001-084-709-0706x311,Eric Mays,NGO,Port Deborahbury,555-698-7496x465,active,Afternoon
500,Pasta,14,2025-03-30,230,Grocery Store,North Melanie,Vegan,Dinner,692,717,Pending,2025-03-14 02:15:00,Phelps-Robbins,"00248 Hamilton Ferry Suite 310
New Larry, DE 83903",North Melanie,5648556923,Jonathon Gregory,Individual,Shortfort,040-511-7461x377,active,Night
502,Dairy,40,2025-03-19,123,Grocery Store,East Meganfort,Vegetarian,Lunch,624,524,Cancelled,2025-03-05 16:11:00,Stephens-Stephens,"794 Horne Track Apt. 542
East Mariaport, AK 95122",East Meganfort,+1-970-818-8098x124,Tiffany Rodriguez,Charity,Ramirezhaven,+1-976-624-2718x90881,active,Afternoon
502,Dairy,40,2025-03-19,123,Grocery Store,East Meganfort,Vegetarian,Lunch,720,348,Cancelled,2025-03-15 06:28:00,Stephens-Stephens,"794 Horne Track Apt. 542
East Mariaport, AK 95122",East Meganfort,+1-970-818-8098x124,Donna Hughes,Individual,Maryfort,352-520-3779x375,active,Morning
504,Rice,28,2025-03-30,227,Grocery Store,Derekport,Vegetarian,Lunch,78,151,Completed,2025-03-15 13:41:00,Morse-Hoffman,"677 Jenna Village
Port Rhonda, OK 56596",Derekport,(440)514-8820x3017,Lisa Eaton,Shelter,New Aimeemouth,342.869.6733,active,Afternoon
504,Rice,28,2025-03-30,227,Grocery Store,Derekport,Vegetarian,Lunch,173,390,Completed,2025-03-18 06:41:00,Morse-Hoffman,"677 Jenna Village
Port Rhonda, OK 56596",Derekport,(440)514-8820x3017,Victor Crawford,NGO,New Brandonton,+1-389-087-5252x62752,active,Morning
505,Pasta,12,2025-03-22,494,Supermarket,New Denise,Vegetarian,Snacks,94,523,Cancelled,2025-03-19 05:04:00,"Anderson, Adams and Roberts","Unit 8792 Box 5188
DPO AP 55807",New Denise,+1-941-120-2190x554,William Fox,NGO,Port Angelafurt,228-002-6281,active,Morning
505,Pasta,12,2025-03-22,494,Supermarket,New Denise,Vegetarian,Snacks,590,4,Cancelled,2025-03-17 08:39:00,"Anderson, Adams and Roberts","Unit 8792 Box 5188
DPO AP 55807",New Denise,+1-941-120-2190x554,Erika Rose,NGO,South Shaneville,8296491111,active,Morning
505,Pasta,12,2025-03-22,494,Supermarket,New Denise,Vegetarian,Snacks,762,275,Cancelled,2025-03-16 00:02:00,"Anderson, Adams and Roberts","Unit 8792 Box 5188
DPO AP 55807",New Denise,+1-941-120-2190x554,Michael Johnson,Individual,Longmouth,081.042.8712,active,Night
507,Chicken,43,2025-03-26,968,Restaurant,Christopherton,Non-Vegetarian,Lunch,52,517,Cancelled,2025-03-15 14:58:00,"Robinson, Schaefer and Foster","83418 Joshua Place Suite 333
Nathanielborough, IN 28904",Christopherton,+1-235-607-0553x247,Taylor Wolfe,Individual,New Travisland,516.367.4140,active,Afternoon
507,Chicken,43,2025-03-26,968,Restaurant,Christopherton,Non-Vegetarian,Lunch,237,112,Cancelled,2025-03-12 00:27:00,"Robinson, Schaefer and Foster","83418 Joshua Place Suite 333
Nathanielborough, IN 28904",Christopherton,+1-235-607-0553x247,Brady Lopez,Individual,Michaeltown,831.275.5906x807,active,Night
508,Dairy,42,2025-03-18,176,Restaurant,East John,Vegetarian,Lunch,580,704,Pending,2025-03-01 04:45:00,Allen-Mccullough,"3715 White Gardens Apt. 568
South Sarah, AK 76176",East John,8921994982,Jason Lowe,NGO,Sarahside,063.115.0253,active,Night
508,Dairy,42,2025-03-18,176,Restaurant,East John,Vegetarian,Lunch,779,56,Cancelled,2025-03-13 18:28:00,Allen-Mccullough,"3715 White Gardens Apt. 568
South Sarah, AK 76176",East John,8921994982,Deborah Smith,Individual,Jasonshire,996.039.4276x36961,active,Evening
509,Dairy,18,2025-03-17,980,Restaurant,Port Melissa,Non-Vegetarian,Snacks,547,886,Cancelled,2025-03-06 13:30:00,Baker Group,"82725 Walker Parkway
Karimouth, VA 07630",Port Melissa,808.838.1022x168,Amber Cruz,Shelter,Allenborough,+1-077-073-1734x206,active,Afternoon
510,Salad,33,2025-03-28,697,Restaurant,Padillatown,Non-Vegetarian,Dinner,861,377,Cancelled,2025-03-13 06:11:00,"Rodriguez, Thomas and Foster","792 Mathews Course Suite 808
Kevinmouth, MD 24910",Padillatown,564-331-0431,Patrick Campbell,NGO,Leeton,7058064686,active,Morning
512,Chicken,20,2025-03-27,911,Restaurant,Garciatown,Non-Vegetarian,Lunch,843,102,Cancelled,2025-03-10 01:37:00,Alexander PLC,"28329 Gary Courts
East Jonathan, KS 04105",Garciatown,599-601-7460,Daniel Burton,Individual,North Matthewhaven,972.284.4190x487,active,Night
515,Dairy,10,2025-03-27,725,Grocery Store,New Evanport,Vegetarian,Lunch,529,399,Completed,2025-03-07 10:51:00,"Nguyen, Chan and Brown","6755 Lindsay Port
Allenland, LA 52111",New Evanport,747-692-4848x020,Jennifer Hughes,Charity,West Donnaton,001-147-430-1204x8556,active,Morning
515,Dairy,10,2025-03-27,725,Grocery Store,New Evanport,Vegetarian,Lunch,885,400,Pending,2025-03-16 23:58:00,"Nguyen, Chan and Brown","6755 Lindsay Port
Allenland, LA 52111",New Evanport,747-692-4848x020,John Byrd,Shelter,West Randall,(219)313-6702x212,active,Night
517,Dairy,4,2025-03-26,45,Catering Service,East Deniseborough,Vegetarian,Dinner,462,921,Completed,2025-03-05 21:04:00,"Butler, Kennedy and Cowan","Unit 7100 Box 9890
DPO AP 52163",East Deniseborough,(704)033-6760x72290,Kelly Walls,Individual,Lake Victoriaton,857-517-5280,active,Night
518,Fruits,46,2025-03-22,210,Grocery Store,Paulmouth,Vegan,Lunch,267,382,Cancelled,2025-03-11 01:30:00,Jones-Miller,"8892 Patrick Shoals
Tristanfort, OH 00576",Paulmouth,028-684-5516x43547,Patricia Stevens,Shelter,Perezport,001-628-479-0049x980,active,Night
520,Fish,23,2025-03-25,559,Catering Service,New Baileyfort,Non-Vegetarian,Breakfast,258,939,Cancelled,2025-03-03 06:16:00,"Young, Moran and Morris","0953 Davis Well Apt. 329
West Maurice, NC 31745",New Baileyfort,+1-750-812-7169x04781,Chad Vaughn,Charity,Lake Brandonborough,(565)199-2977x36531,active,Morning
520,Fish,23,2025-03-25,559,Catering Service,New Baileyfort,Non-Vegetarian,Breakfast,548,821,Completed,2025-03-14 21:01:00,"Young, Moran and Morris","0953 Davis Well Apt. 329
West Maurice, NC 31745",New Baileyfort,+1-750-812-7169x04781,Jeffrey Wilson,Charity,Davisport,001-245-390-7219x847,active,Night
520,Fish,23,2025-03-25,559,Catering Service,New Baileyfort,Non-Vegetarian,Breakfast,661,560,Pending,2025-03-09 02:37:00,"Young, Moran and Morris","0953 Davis Well Apt. 329
West Maurice, NC 31745",New Baileyfort,+1-750-812-7169x04781,Matthew Mendez,Shelter,South Meganland,+1-406-192-3141x20799,active,Night
520,Fish,23,2025-03-25,559,Catering Service,New Baileyfort,Non-Vegetarian,Breakfast,935,788,Cancelled,2025-03-17 07:27:00,"Young, Moran and Morris","0953 Davis Well Apt. 329
West Maurice, NC 31745",New Baileyfort,+1-750-812-7169x04781,Beth Phillips,NGO,Zacharyview,(293)383-2279x8386,active,Morning
521,Vegetables,23,2025-03-17,792,Catering Service,Mortonfort,Vegan,Snacks,514,274,Cancelled,2025-03-21 00:05:00,Rogers-Maldonado,"9659 Reed Ridge
Waltersshire, MO 80569",Mortonfort,343-728-0009x45256,Robin Ross,Individual,East Williamborough,(780)754-0093,expired,Night
522,Rice,7,2025-03-22,783,Restaurant,Port Melanie,Vegetarian,Lunch,604,737,Completed,2025-03-11 21:27:00,Cooper LLC,"30047 Maldonado Mission Apt. 779
Lindamouth, CA 11952",Port Melanie,001-120-947-8177x14998,James Brown,Shelter,Lake Catherine,(152)508-8754x91151,active,Night
523,Salad,29,2025-03-22,351,Grocery Store,South Stefanietown,Non-Vegetarian,Lunch,218,176,Pending,2025-03-06 20:46:00,Berry-Mack,"188 Tamara Crossroad
Lake Melissa, FL 63621",South Stefanietown,(769)872-1659,Brendan Farley,NGO,Nicoleport,376.330.3007,active,Evening
524,Soup,25,2025-03-18,387,Grocery Store,West Juliabury,Vegan,Snacks,446,874,Cancelled,2025-03-10 21:31:00,Barrera-Ward,"55591 Eric Corners Apt. 955
Riveraburgh, NJ 52897",West Juliabury,958.242.0037,Danny Brown,Individual,East Shirley,829.371.2280x79605,active,Night
525,Soup,30,2025-03-16,717,Catering Service,Pamelaberg,Vegetarian,Lunch,411,406,Pending,2025-03-18 16:53:00,Shepherd and Sons,"533 Peters Locks Suite 995
West Mindyhaven, MS 87079",Pamelaberg,+1-508-027-9784,Ashley Martinez,NGO,Lake Crystal,151-521-2736,expired,Afternoon
526,Rice,11,2025-03-30,883,Supermarket,New Jacob,Vegetarian,Lunch,68,321,Pending,2025-03-02 04:49:00,"Lewis, Wagner and Solis","250 Chloe Common
South Elizabethbury, NH 23690",New Jacob,001-094-480-8706,Wanda Wise,Shelter,South Bethanyport,(940)028-0493x49472,active,Night
528,Chicken,6,2025-03-27,677,Grocery Store,Williamsmouth,Non-Vegetarian,Snacks,351,936,Pending,2025-03-02 10:41:00,"Gonzalez, Dunn and Oconnell","778 Richard Glen Suite 654
Cassandrafort, CA 25549",Williamsmouth,+1-605-449-8141x1518,Jacob Horton,NGO,Port Douglasland,+1-286-744-5283x04031,active,Morning
528,Chicken,6,2025-03-27,677,Grocery Store,Williamsmouth,Non-Vegetarian,Snacks,429,299,Pending,2025-03-14 18:15:00,"Gonzalez, Dunn and Oconnell","778 Richard Glen Suite 654
Cassandrafort, CA 25549",Williamsmouth,+1-605-449-8141x1518,Michael Curtis,Shelter,Alexanderbury,+1-523-687-8881x66849,active,Evening
528,Chicken,6,2025-03-27,677,Grocery Store,Williamsmouth,Non-Vegetarian,Snacks,810,281,Cancelled,2025-03-15 06:11:00,"Gonzalez, Dunn and Oconnell","778 Richard Glen Suite 654
Cassandrafort, CA 25549",Williamsmouth,+1-605-449-8141x1518,Mrs. Kristin Adams DDS,Charity,Lake Christychester,073-764-3235,active,Morning
529,Dairy,48,2025-03-17,901,Supermarket,West Melissastad,Non-Vegetarian,Dinner,694,454,Completed,2025-03-01 06:03:00,Galvan Ltd,"053 Richard Glens
Port Tanya, AR 46804",West Melissastad,6379149942,Steven Griffin,NGO,Cruzborough,511.595.0189,active,Morning
529,Dairy,48,2025-03-17,901,Supermarket,West Melissastad,Non-Vegetarian,Dinner,806,650,Pending,2025-03-02 07:54:00,Galvan Ltd,"053 Richard Glens
Port Tanya, AR 46804",West Melissastad,6379149942,Nicholas Peterson,NGO,West Troyview,001-528-783-1533x9196,active,Morning
531,Salad,42,2025-03-17,57,Grocery Store,Port Robin,Vegan,Lunch,279,808,Pending,2025-03-13 17:05:00,Cook Group,"6432 Guzman Estates
Lake Rebeccaborough, CA 35184",Port Robin,983-295-7995,Pamela Finley,Individual,Harrisfurt,001-160-542-5380x55508,active,Evening
531,Salad,42,2025-03-17,57,Grocery Store,Port Robin,Vegan,Lunch,453,468,Cancelled,2025-03-12 22:16:00,Cook Group,"6432 Guzman Estates
Lake Rebeccaborough, CA 35184",Port Robin,983-295-7995,David Castro,Shelter,Heatherhaven,701.529.8611x3352,active,Night
532,Bread,50,2025-03-20,550,Catering Service,Timothychester,Non-Vegetarian,Breakfast,500,102,Completed,2025-03-17 05:29:00,"Phelps, Graham and Hayes","59138 Sherman Light Apt. 256
Rossside, ND 89271",Timothychester,(512)814-0594x96653,Daniel Burton,Individual,North Matthewhaven,972.284.4190x487,active,Morning
534,Vegetables,34,2025-03-30,223,Restaurant,Longland,Vegetarian,Dinner,54,737,Cancelled,2025-03-06 01:44:00,Hodges and Sons,"7970 Robinson Field
Salinaschester, CT 85213",Longland,504.107.9130,James Brown,Shelter,Lake Catherine,(152)508-8754x91151,active,Night
534,Vegetables,34,2025-03-30,223,Restaurant,Longland,Vegetarian,Dinner,422,849,Completed,2025-03-12 10:29:00,Hodges and Sons,"7970 Robinson Field
Salinaschester, CT 85213",Longland,504.107.9130,Kyle Johnson,Shelter,Ellisshire,001-887-766-6073,active,Morning
536,Rice,13,2025-03-19,683,Grocery Store,Christinetown,Vegan,Dinner,357,704,Cancelled,2025-03-08 02:25:00,Pratt Ltd,"2440 Bauer Drive
Wellsstad, PA 54419",Christinetown,001-318-035-8959x2452,Jason Lowe,NGO,Sarahside,063.115.0253,active,Night
538,Dairy,18,2025-03-29,840,Restaurant,Cisnerostown,Vegetarian,Lunch,71,897,Cancelled,2025-03-02 15:34:00,Farmer Ltd,"594 Patel Road Suite 676
Autumnborough, AK 45847",Cisnerostown,924.147.5562x1759,Shelby Rice,Shelter,New Loriberg,+1-213-470-2112x7474,active,Afternoon
538,Dairy,18,2025-03-29,840,Restaurant,Cisnerostown,Vegetarian,Lunch,362,9,Cancelled,2025-03-02 09:04:00,Farmer Ltd,"594 Patel Road Suite 676
Autumnborough, AK 45847",Cisnerostown,924.147.5562x1759,Emily Turner,Shelter,West Robert,001-631-022-6157x520,active,Morning
540,Soup,33,2025-03-22,31,Grocery Store,South Kellyberg,Non-Vegetarian,Snacks,686,900,Pending,2025-03-07 09:12:00,Thompson-Kerr,"123 Barber Divide
New Stephanie, KY 35738",South Kellyberg,(786)641-7043,Hannah Reynolds,Charity,East Kevinberg,731-040-5330x77836,active,Morning
543,Fruits,9,2025-03-26,526,Supermarket,South Tylerstad,Vegan,Dinner,51,255,Pending,2025-03-04 10:59:00,"Harrington, Jimenez and Carr","7266 Alvarez Junctions Suite 564
New Robertfort, MT 85213",South Tylerstad,154-764-8062,Walter Myers,Individual,New Tina,+1-285-278-8381x0454,active,Morning
544,Soup,36,2025-03-30,551,Restaurant,East Sandratown,Non-Vegetarian,Dinner,252,242,Completed,2025-03-20 03:22:00,"Holland, Caldwell and Oliver","7502 Silva Lights Apt. 125
North Brittany, MA 40389",East Sandratown,(670)960-9465,Matthew Pearson,NGO,Garciaview,6212235497,active,Night
544,Soup,36,2025-03-30,551,Restaurant,East Sandratown,Non-Vegetarian,Dinner,878,889,Cancelled,2025-03-14 05:12:00,"Holland, Caldwell and Oliver","7502 Silva Lights Apt. 125
North Brittany, MA 40389",East Sandratown,(670)960-9465,Holly Aguilar,NGO,West Sara,799.506.2068,active,Morning
545,Pasta,23,2025-03-29,984,Catering Service,South Edwardtown,Vegetarian,Snacks,900,532,Completed,2025-03-03 21:06:00,Gamble-Davis,"6516 Natalie Parkway Apt. 359
Port Angelicaville, OK 74292",South Edwardtown,298.868.0798x375,David Sellers DVM,Individual,South Michaelfurt,492.321.3443,active,Night
548,Fish,26,2025-03-19,714,Catering Service,North William,Non-Vegetarian,Snacks,140,168,Completed,2025-03-18 01:19:00,Ramos Group,"2242 Olivia Grove
Haileymouth, NH 71518",North William,727-987-0431x177,Kayla Johnson,Shelter,East Timhaven,786.534.5065,active,Night
548,Fish,26,2025-03-19,714,Catering Service,North William,Non-Vegetarian,Snacks,346,87,Pending,2025-03-15 06:06:00,Ramos Group,"2242 Olivia Grove
Haileymouth, NH 71518",North William,727-987-0431x177,Tammy Walker MD,Charity,West Ronaldland,(982)044-7177,active,Morning
548,Fish,26,2025-03-19,714,Catering Service,North William,Non-Vegetarian,Snacks,398,459,Pending,2025-03-06 17:22:00,Ramos Group,"2242 Olivia Grove
Haileymouth, NH 71518",North William,727-987-0431x177,Brandon Riley,NGO,Powerston,742-364-6134,active,Evening
548,Fish,26,2025-03-19,714,Catering Service,North William,Non-Vegetarian,Snacks,405,858,Completed,2025-03-18 02:49:00,Ramos Group,"2242 Olivia Grove
Haileymouth, NH 71518",North William,727-987-0431x177,Ashley Harris,Individual,Lake Stephenchester,001-680-582-4607x74285,active,Night
548,Fish,26,2025-03-19,714,Catering Service,North William,Non-Vegetarian,Snacks,480,670,Pending,2025-03-17 23:08:00,Ramos Group,"2242 Olivia Grove
Haileymouth, NH 71518",North William,727-987-0431x177,Amber Hobbs,NGO,Rogersfort,914.864.5127x8523,active,Night
